id;customer_id;policy_number;benefit_description;loading_value;benefit_sum_insured
48718;47425;100047425;GCIIB;0;34800
48719;47426;100047426;FIB;0;24200
48720;47430;100047430;AI;0;248000
48721;47432;100047432;ADI_S;0;354200
48722;47434;100047434;WOD;0;14500
48723;47438;100047438;ADI_S;0;9600
48724;47440;100047440;ELI_P;0;339600
48725;47441;100047441;FIB;0;244600
48726;47452;100047452;ELI_C;25;70900
48727;47459;100047459;WOT;0;133100
48728;47462;100047462;WOT;0;247300
48729;47463;100047463;GTPDB;25;168300
48730;47464;100047464;WOD;0;93400
48731;47465;100047465;WOT;0;338000
48732;47466;100047466;FIB;0;457700
48733;47467;100047467;ADI;0;129000
48734;47470;100047470;WOD;0;90200
48735;47471;100047471;EFB;0;108200
48736;47472;100047472;GTPDB;0;322600
48737;47473;100047473;ELI;0;73100
48738;47474;100047474;ELI;0;23600
48739;47475;100047475;ELI_P;0;159000
48740;47476;100047476;EFB;75;7900
48741;47478;100047478;AI;0;11400
48742;47480;100047480;WOD;0;345000
48743;47481;100047481;WOT;0;151400
48744;47482;100047482;WOD;0;15400
48745;47483;100047483;FIB;0;250800
48746;47484;100047484;GDB;0;375800
48747;47486;100047486;GDB;75;67300
48748;47487;100047487;WTD;0;93900
48749;47488;100047488;GDB;25;15600
48750;47490;100047490;EFB;0;307100
48751;47492;100047492;ELI_C;0;275600
48752;47498;100047498;WOD;0;69000
48753;47500;100047500;EFB;0;33100
48754;47505;100047505;AI;0;244600
48755;47506;100047506;EFB;0;384600
48756;47507;100047507;FIB;0;286500
48757;47508;100047508;FSI;0;58100
48758;47509;100047509;GDB;0;11000
48759;47515;100047515;GDB;0;401000
48760;47517;100047517;WOD;0;52500
48761;47518;100047518;GCIIB;0;264400
48762;47519;100047519;TPD;0;19800
48763;47522;100047522;AI;0;13000
48764;47523;100047523;GTPDB;25;6300
48765;47525;100047525;GTPDB;0;205100
48766;47530;100047530;EFB;0;104900
48767;47533;100047533;ADI_S;0;63200
48768;47536;100047536;GTPDB;0;425400
48769;47537;100047537;WTD;0;25500
48770;47538;100047538;WTD;0;190100
48771;47539;100047539;GCIIB;0;46100
48772;47540;100047540;WOT;0;23700
48773;47543;100047543;ADI_S;0;136600
48774;47545;100047545;AI;0;303200
48775;47547;100047547;ELI;0;17500
48776;47548;100047548;ELI_C;0;59000
48777;47549;100047549;ADI;0;312900
48778;47551;100047551;ADI;0;99500
48779;47553;100047553;EFB;0;19900
48780;47557;100047557;WOD;0;13600
48781;47558;100047558;GTPDB;0;13100
48782;47559;100047559;WOD;0;311600
48783;47563;100047563;ADI;0;84000
48784;47565;100047565;GTPDB;0;480800
48785;47566;100047566;ADI;0;52400
48786;47568;100047568;ELI_P;0;10400
48787;47569;100047569;FSI;25;323200
48788;47572;100047572;ELI_P;0;134700
48789;47573;100047573;CII;0;75000
48790;47575;100047575;FIB;0;7900
48791;47578;100047578;GTPDB;0;68300
48792;47580;100047580;GDB;0;294500
48793;47582;100047582;GCIIB;0;209600
48794;47584;100047584;WOT;0;326600
48795;47585;100047585;EFB;0;1500
48796;47586;100047586;CII;0;30400
48797;47588;100047588;GDB;0;11800
48798;47591;100047591;CII;0;14600
48799;47592;100047592;WTD;0;95300
48800;47593;100047593;ELI_P;0;25600
48801;47594;100047594;FSI;0;116100
48802;47595;100047595;ADI;0;207000
48803;47596;100047596;AI;0;264800
48804;47598;100047598;EFB;0;321200
48805;47610;100047610;GTPDB;0;60100
48806;47611;100047611;ADI_S;0;193000
48807;47612;100047612;EFB;0;9900
48808;47613;100047613;CII;0;113600
48809;47615;100047615;ELI_P;0;351400
48810;47616;100047616;ELI_P;0;8100
48811;47619;100047619;GCIIB;0;10100
48812;47621;100047621;CII;0;460000
48813;47623;100047623;GTPDB;100;12700
48814;47624;100047624;FSI;0;6600
48815;47626;100047626;ADI;0;10500
48816;47629;100047629;WOD;0;279100
48817;47630;100047630;ELI;0;112400
48818;47633;100047633;ELI_C;0;10800
48819;47634;100047634;CII;0;9700
48820;47636;100047636;ELI;0;445200
48821;47637;100047637;ADI;0;28900
48822;47639;100047639;FIB;0;51300
48823;47640;100047640;ELI;0;11400
48824;47734;100047734;ELI_P;0;17400
48825;47642;100047642;ELI_P;0;240800
48826;47643;100047643;AI;0;136000
48827;47644;100047644;FSI;0;236200
48828;47645;100047645;AI;0;205300
48829;47646;100047646;CII;0;65800
48830;47648;100047648;ADI;0;24600
48831;47650;100047650;ADI_S;0;74100
48832;47652;100047652;WTD;0;9500
48833;47654;100047654;ADI;0;13200
48834;47657;100047657;TPD;0;7100
48835;47659;100047659;ELI_P;0;20600
48836;47660;100047660;CII;0;11400
48837;47661;100047661;ADI;50;18200
48838;47662;100047662;ELI_P;0;204600
48839;47663;100047663;ELI;0;4700
48840;47666;100047666;GTPDB;0;6000
48841;47667;100047667;EFB;0;14900
48842;47668;100047668;AI;0;10800
48843;47669;100047669;WOT;0;15700
48844;47671;100047671;GTPDB;0;419000
48845;47672;100047672;ELI;0;359500
48846;47673;100047673;FSI;100;18600
48847;47674;100047674;FIB;0;469100
48848;47676;100047676;GCIIB;0;232500
48849;47677;100047677;ELI;0;177800
48850;47679;100047679;WTD;0;136800
48851;47682;100047682;FIB;0;14300
48852;47683;100047683;FIB;0;3000
48853;47685;100047685;ELI_C;0;94300
48854;47688;100047688;AI;0;15200
48855;47690;100047690;FSI;0;15800
48856;47691;100047691;ADI;0;230000
48857;47694;100047694;FIB;0;189000
48858;47695;100047695;WOT;0;20000
48859;47696;100047696;WOT;0;111800
48860;47697;100047697;CII;0;334000
48861;47700;100047700;FIB;0;171400
48862;47701;100047701;FIB;0;87300
48863;47703;100047703;GDB;0;576500
48864;47704;100047704;GDB;0;222000
48865;47706;100047706;ELI_C;0;21000
48866;47707;100047707;ADI;0;114000
48867;47708;100047708;EFB;0;9800
48868;47709;100047709;ELI_C;0;60000
48869;47710;100047710;FSI;0;4900
48870;47711;100047711;CII;0;51900
48871;47712;100047712;ELI_P;0;76200
48872;47713;100047713;ELI;0;271600
48873;47714;100047714;ADI;0;257100
48874;47715;100047715;ADI;0;280000
48875;47716;100047716;WTD;0;169700
48876;47717;100047717;GCIIB;0;248200
48877;47718;100047718;WOD;0;174300
48878;47720;100047720;ELI;0;363200
48879;47721;100047721;TPD;25;11600
48880;47728;100047728;GCIIB;0;13800
48881;47730;100047730;GTPDB;0;326200
48882;47733;100047733;TPD;0;95000
48883;47735;100047735;WOT;0;14400
48884;47736;100047736;TPD;0;148100
48885;47737;100047737;TPD;0;224300
48886;47738;100047738;ELI;0;16200
48887;47739;100047739;ELI;0;549800
48888;47740;100047740;GDB;0;339000
48889;47741;100047741;WOD;0;71500
48890;47742;100047742;AI;0;250600
48891;47743;100047743;CII;0;14900
48892;47747;100047747;FSI;0;9700
48893;47750;100047750;CII;0;104800
48894;47752;100047752;AI;0;34100
48895;47755;100047755;TPD;0;27300
48896;47757;100047757;GCIIB;0;287900
48897;47792;100047792;WOD;50;10900
48898;47762;100047762;TPD;0;185400
48899;47765;100047765;GDB;0;95300
48900;47766;100047766;FIB;0;315800
48901;47767;100047767;FSI;0;14400
48902;47768;100047768;ELI;0;540500
48903;47804;100047804;ELI_P;0;11200
48904;47769;100047769;AI;0;23400
48905;47770;100047770;ELI_C;0;13600
48906;47772;100047772;EFB;0;17800
48907;47774;100047774;WOT;25;10200
48908;47775;100047775;WTD;25;12800
48909;47776;100047776;WOD;0;20300
48910;47778;100047778;ELI;0;28400
48911;47782;100047782;EFB;0;460100
48912;47786;100047786;WOD;0;379900
48913;47787;100047787;ELI_C;0;12000
48914;47788;100047788;TPD;50;11200
48915;47790;100047790;CII;0;94600
48916;47791;100047791;WTD;0;151700
48917;47795;100047795;TPD;0;10500
48918;47799;100047799;AI;0;473300
48919;47800;100047800;TPD;75;457200
48920;47801;100047801;ELI_C;0;5500
48921;47802;100047802;GCIIB;0;28100
48922;47806;100047806;GTPDB;0;265900
48923;47807;100047807;CII;0;14000
48924;47808;100047808;FSI;0;28000
48925;47809;100047809;ADI;0;13900
48926;47813;100047813;WTD;0;14600
48927;47815;100047815;FSI;25;7100
48928;47816;100047816;FSI;0;414700
48929;47819;100047819;ELI_P;25;7800
48930;47821;100047821;GDB;0;96400
48931;47822;100047822;WTD;0;97000
48932;47826;100047826;GDB;0;9700
48933;47827;100047827;WOT;0;285300
48934;47828;100047828;ELI_P;100;545100
48935;47829;100047829;GDB;0;221200
48936;47832;100047832;ADI_S;0;219300
48937;47836;100047836;ELI_C;0;41700
48938;47838;100047838;TPD;0;11600
48939;47840;100047840;TPD;0;12800
48940;47843;100047843;GTPDB;0;113500
48941;47844;100047844;ELI_P;0;12800
48942;47848;100047848;ELI_C;75;141800
48943;47850;100047850;EFB;0;50900
48944;47851;100047851;ELI_C;0;306900
48945;47853;100047853;TPD;0;143000
48946;47857;100047857;ELI_C;0;65300
48947;47860;100047860;GDB;100;291900
48948;47863;100047863;CII;0;227700
48949;47866;100047866;ADI_S;100;84500
48950;47867;100047867;FSI;0;124700
48951;47869;100047869;ELI;0;297700
48952;47870;100047870;FIB;0;8900
48953;47871;100047871;WOD;0;130600
48954;47872;100047872;WTD;25;111400
48955;47873;100047873;WOT;0;303200
48956;47874;100047874;WTD;0;84200
48957;47877;100047877;WOD;0;6700
48958;47881;100047881;ELI_C;0;8400
48959;47882;100047882;FIB;0;10200
48960;47883;100047883;GDB;0;479700
48961;47887;100047887;EFB;0;19300
48962;47890;100047890;TPD;0;18300
48963;47891;100047891;ADI;0;100000
48964;47893;100047893;ELI;0;13700
48965;47894;100047894;GTPDB;0;38700
48966;47899;100047899;ELI_C;0;235000
48967;47900;100047900;GDB;0;403600
48968;47901;100047901;GTPDB;0;8300
48969;47902;100047902;AI;0;199700
48970;47904;100047904;TPD;0;16500
48971;47905;100047905;AI;0;83400
48972;47907;100047907;GTPDB;0;13700
48973;47908;100047908;WTD;0;245600
48974;47910;100047910;WOD;0;20800
48975;47911;100047911;FSI;0;180700
48976;47912;100047912;EFB;0;20300
48977;47914;100047914;WOT;0;14900
48978;47917;100047917;ELI;0;221300
48979;47921;100047921;FIB;0;203200
48980;47924;100047924;ELI_C;0;19400
48981;47926;100047926;TPD;0;15400
48982;47928;100047928;TPD;0;19900
48983;47929;100047929;ELI;0;130700
48984;47930;100047930;ADI;0;94800
48985;47931;100047931;FIB;0;262600
48986;47932;100047932;CII;0;310600
48987;47934;100047934;AI;0;125500
48988;47935;100047935;TPD;0;158000
48989;47936;100047936;GTPDB;0;3900
48990;47937;100047937;ELI_P;0;97600
48991;47939;100047939;ADI_S;0;150000
48992;47940;100047940;GDB;50;17200
48993;47941;100047941;WTD;0;6100
48994;47942;100047942;ADI;0;331600
48995;47946;100047946;CII;0;28400
48996;47947;100047947;EFB;0;21300
48997;47948;100047948;FIB;0;243300
48998;47949;100047949;ADI;75;15500
48999;47952;100047952;TPD;0;114600
49000;47953;100047953;FSI;0;11500
49001;47955;100047955;AI;100;180300
49002;47956;100047956;ELI_P;100;368500
49003;47958;100047958;ELI_C;50;145200
49004;47960;100047960;GCIIB;0;14100
49005;47961;100047961;FSI;0;133200
49006;47962;100047962;EFB;0;535300
49007;47967;100047967;FSI;0;348900
49008;47968;100047968;WTD;0;15200
49009;47969;100047969;WOT;0;17100
49010;47972;100047972;ADI;0;556400
49011;47973;100047973;WOT;25;138600
49012;48440;100048440;ADI_S;0;18200
49013;47974;100047974;WOD;0;381300
49014;47979;100047979;FIB;0;99000
49015;47982;100047982;CII;0;334300
49016;47983;100047983;FIB;0;15800
49017;47984;100047984;AI;0;463000
49018;47985;100047985;ELI_P;0;336700
49019;47988;100047988;WOT;0;44300
49020;47989;100047989;TPD;0;30100
49021;47993;100047993;FSI;0;174200
49022;47994;100047994;WOT;0;312900
49023;47995;100047995;ADI_S;0;375100
49024;47999;100047999;WOT;0;232500
49025;48000;100048000;GDB;0;14300
49026;48003;100048003;ELI;0;40300
49027;48004;100048004;CII;0;182100
49028;48005;100048005;ELI_C;0;19700
49029;48006;100048006;TPD;0;134200
49030;48007;100048007;EFB;0;266100
49031;48008;100048008;GCIIB;75;116900
49032;48009;100048009;ELI;0;128000
49033;48011;100048011;CII;0;7800
49034;48013;100048013;GCIIB;0;286200
49035;48015;100048015;AI;0;371900
49036;48016;100048016;ELI;0;25100
49037;48017;100048017;ELI;0;427400
49038;48018;100048018;WOT;0;175200
49039;48019;100048019;GTPDB;0;218500
49040;48020;100048020;GCIIB;50;18900
49041;48021;100048021;FSI;0;721300
49042;48025;100048025;GDB;0;376300
49043;48026;100048026;GDB;0;191300
49044;48027;100048027;FSI;0;478600
49045;48029;100048029;ELI_P;0;159000
49046;48032;100048032;TPD;0;18300
49047;48033;100048033;ADI;0;165400
49048;48035;100048035;WOT;0;111500
49049;48036;100048036;GTPDB;0;16400
49050;48037;100048037;ADI;0;19700
49051;48038;100048038;CII;0;24500
49052;48043;100048043;EFB;0;13900
49053;48044;100048044;TPD;0;326900
49054;48047;100048047;TPD;0;273900
49055;48048;100048048;ELI_P;100;208700
49056;48049;100048049;FIB;0;251100
49057;48083;100048083;WTD;0;217100
49058;48050;100048050;CII;0;110300
49059;48054;100048054;WOD;0;229000
49060;48055;100048055;GCIIB;0;312800
49061;48057;100048057;ELI;0;18400
49062;48058;100048058;FIB;0;58500
49063;48059;100048059;ADI_S;0;400200
49064;48060;100048060;ADI_S;0;295000
49065;48063;100048063;ELI_P;0;140500
49066;48064;100048064;GDB;0;7500
49067;48065;100048065;ADI;0;14300
49068;48066;100048066;WTD;0;170500
49069;48068;100048068;ADI_S;0;197300
49070;48069;100048069;WTD;0;18200
49071;48073;100048073;FSI;0;64900
49072;48077;100048077;ADI_S;0;307600
49073;48078;100048078;ELI_C;0;16300
49074;48080;100048080;FSI;0;225800
49075;48122;100048122;FSI;0;9700
49076;48081;100048081;FIB;0;213800
49077;48082;100048082;CII;0;220800
49078;48087;100048087;AI;0;187300
49079;48088;100048088;ELI_C;0;4500
49080;48090;100048090;ADI_S;50;3400
49081;48092;100048092;GTPDB;0;331100
49082;48093;100048093;ELI_P;25;68200
49083;48094;100048094;GDB;0;238800
49084;48095;100048095;ADI_S;0;16400
49085;48097;100048097;ELI_C;0;56700
49086;48099;100048099;ADI;0;92900
49087;48100;100048100;GCIIB;0;26900
49088;48105;100048105;ADI_S;0;16600
49089;48106;100048106;CII;0;13600
49090;48110;100048110;GDB;0;99200
49091;48113;100048113;GCIIB;0;11400
49092;48114;100048114;ADI;0;1200
49093;48115;100048115;AI;0;343200
49094;48119;100048119;GCIIB;0;12700
49095;48121;100048121;GTPDB;0;20600
49096;48127;100048127;EFB;0;269000
49097;48129;100048129;FIB;0;13300
49098;48134;100048134;WOT;0;12500
49099;48135;100048135;WTD;0;154400
49100;48139;100048139;ELI_C;0;56600
49101;48141;100048141;GTPDB;0;177200
49102;48142;100048142;WTD;0;23500
49103;48143;100048143;AI;0;302900
49104;48145;100048145;ADI_S;0;131400
49105;48146;100048146;GCIIB;0;318800
49106;48148;100048148;CII;0;146300
49107;48152;100048152;ELI_P;0;37700
49108;48159;100048159;GTPDB;0;744600
49109;48160;100048160;ELI_P;100;141800
49110;48162;100048162;WOT;0;549700
49111;48163;100048163;ADI_S;0;98600
49112;48164;100048164;WOD;0;262600
49113;48167;100048167;GTPDB;0;88900
49114;48170;100048170;WTD;0;15500
49115;48171;100048171;FIB;0;110300
49116;48172;100048172;WOT;0;28500
49117;48173;100048173;GCIIB;25;266800
49118;48174;100048174;WTD;0;23900
49119;48177;100048177;TPD;0;157100
49120;48178;100048178;ADI;0;106400
49121;48181;100048181;TPD;25;10700
49122;48182;100048182;ELI_C;0;7900
49123;48183;100048183;ELI;0;193900
49124;48186;100048186;TPD;0;24500
49125;48189;100048189;ELI_C;0;207700
49126;48190;100048190;GTPDB;0;6700
49127;48192;100048192;WOT;75;20600
49128;48193;100048193;CII;0;164200
49129;48194;100048194;GTPDB;0;14700
49130;48197;100048197;TPD;0;242200
49131;48198;100048198;FIB;0;33600
49132;48199;100048199;ADI;0;415800
49133;48202;100048202;ADI;0;81600
49134;48204;100048204;WOT;0;179700
49135;48206;100048206;WOD;0;287000
49136;48208;100048208;WOD;0;259200
49137;48209;100048209;TPD;0;56700
49138;48210;100048210;ADI_S;0;13400
49139;48211;100048211;ADI;0;116900
49140;48212;100048212;ELI;0;253100
49141;48213;100048213;AI;0;579300
49142;48215;100048215;CII;0;27800
49143;48221;100048221;WOD;0;474700
49144;48222;100048222;ADI_S;0;34000
49145;48223;100048223;WTD;0;16000
49146;48225;100048225;CII;0;23800
49147;48226;100048226;ELI;0;56600
49148;48227;100048227;CII;0;159100
49149;48229;100048229;TPD;0;238500
49150;48231;100048231;FIB;0;541400
49151;48233;100048233;GDB;0;209000
49152;48234;100048234;WOD;0;21300
49153;48235;100048235;CII;0;155500
49154;48238;100048238;FSI;0;423400
49155;48316;100048316;GTPDB;100;220100
49156;48240;100048240;ELI_C;0;10400
49157;48242;100048242;GTPDB;0;109200
49158;48245;100048245;ELI_C;0;252300
49159;48246;100048246;TPD;0;200500
49160;48247;100048247;ELI_C;0;510400
49161;48248;100048248;FIB;0;175100
49162;48249;100048249;AI;0;30700
49163;48254;100048254;EFB;0;143100
49164;48255;100048255;WTD;0;30100
49165;48256;100048256;GDB;0;252600
49166;48260;100048260;WOT;0;13600
49167;48261;100048261;EFB;0;254200
49168;48263;100048263;ELI_C;0;169400
49169;48264;100048264;WOD;0;14300
49170;48265;100048265;CII;0;78500
49171;48266;100048266;CII;0;10700
49172;48268;100048268;FIB;0;1000
49173;48269;100048269;WTD;0;187500
49174;48270;100048270;GTPDB;0;9300
49175;48489;100048489;GDB;0;68900
49176;48274;100048274;GDB;0;19700
49177;48276;100048276;WTD;75;25300
49178;48278;100048278;CII;0;18100
49179;48279;100048279;GDB;0;458100
49180;48280;100048280;EFB;0;9600
49181;48283;100048283;AI;0;119500
49182;48286;100048286;ELI;0;130600
49183;48290;100048290;AI;0;15400
49184;48294;100048294;ADI;0;137000
49185;48297;100048297;CII;0;89500
49186;48298;100048298;GDB;0;85600
49187;48299;100048299;CII;0;343600
49188;48300;100048300;ELI_C;0;184500
49189;48302;100048302;ELI_P;0;21000
49190;48304;100048304;GCIIB;0;517300
49191;48307;100048307;ELI_P;0;18000
49192;48308;100048308;ELI_C;0;10900
49193;48309;100048309;ELI_C;0;268600
49194;48312;100048312;ELI;0;15100
49195;48320;100048320;AI;0;89300
49196;48322;100048322;ADI_S;0;113800
49197;48324;100048324;ELI_P;0;26500
49198;48325;100048325;TPD;75;109200
49199;48326;100048326;FIB;0;295300
49200;48327;100048327;TPD;0;388800
49201;48330;100048330;AI;25;126800
49202;48333;100048333;AI;100;17300
49203;48334;100048334;ELI_P;0;59000
49204;48336;100048336;ELI;0;239700
49205;48337;100048337;ELI;0;159000
49206;48338;100048338;WTD;0;99200
49207;48340;100048340;ELI;25;152900
49208;48344;100048344;GTPDB;0;177100
49209;48345;100048345;WOT;0;69200
49210;48346;100048346;GDB;0;145000
49211;48348;100048348;WOD;0;442600
49212;48349;100048349;GCIIB;0;190900
49213;48350;100048350;WOD;0;15400
49214;48351;100048351;GDB;0;69900
49215;48353;100048353;FIB;0;96900
49216;48356;100048356;FIB;0;443100
49217;48357;100048357;FIB;0;423100
49218;48360;100048360;ADI;0;22800
49219;48363;100048363;GDB;0;562800
49220;48367;100048367;EFB;0;183900
49221;48369;100048369;GCIIB;0;18400
49222;48370;100048370;CII;0;320600
49223;48371;100048371;TPD;0;11000
49224;48373;100048373;FSI;0;43600
49225;48376;100048376;EFB;0;16400
49226;48378;100048378;WOD;75;242300
49227;48382;100048382;WOD;0;17800
49228;48384;100048384;ELI_P;0;17100
49229;48386;100048386;GCIIB;0;15300
49230;48387;100048387;WOD;0;229000
49231;48388;100048388;ELI_C;0;75200
49232;48389;100048389;FIB;0;352600
49233;48390;100048390;ELI_P;0;34000
49234;48392;100048392;ADI_S;0;81800
49235;48393;100048393;WTD;0;268100
49236;48394;100048394;GDB;0;12300
49237;48396;100048396;GCIIB;0;137200
49238;48397;100048397;ELI_C;50;22900
49239;48401;100048401;CII;0;80400
49240;48403;100048403;AI;0;23800
49241;48405;100048405;ELI_P;0;167600
49242;48409;100048409;WOD;0;64100
49243;48411;100048411;WOD;0;453700
49244;48412;100048412;AI;0;479100
49245;48413;100048413;TPD;0;43700
49246;48415;100048415;FSI;0;134700
49247;48416;100048416;GDB;0;495300
49248;48417;100048417;WOD;0;23500
49249;48418;100048418;TPD;0;14700
49250;48420;100048420;ADI_S;0;49400
49251;48421;100048421;GTPDB;0;185000
49252;48425;100048425;TPD;0;69800
49253;48429;100048429;GDB;0;211700
49254;48430;100048430;ADI;0;114000
49255;48435;100048435;ADI;0;117400
49256;48436;100048436;WOD;0;181900
49257;48437;100048437;CII;0;13100
49258;48438;100048438;GTPDB;25;8800
49259;48439;100048439;TPD;0;118200
49260;48441;100048441;TPD;0;56300
49261;48443;100048443;FSI;0;15600
49262;48444;100048444;WOT;0;289000
49263;48451;100048451;WTD;0;211300
49264;48459;100048459;TPD;0;346400
49265;48463;100048463;FSI;0;185200
49266;48468;100048468;AI;0;23300
49267;48469;100048469;TPD;0;104800
49268;48472;100048472;ELI_P;0;6500
49269;48475;100048475;FIB;0;404100
49270;48483;100048483;FIB;0;214500
49271;48485;100048485;FIB;0;271800
49272;48486;100048486;ADI_S;0;133700
49273;48491;100048491;FSI;0;12900
49274;48496;100048496;ADI_S;0;201700
49275;48498;100048498;CII;0;165900
49276;48499;100048499;FIB;0;54100
49277;48500;100048500;ADI;0;1700
49278;48501;100048501;ELI_P;0;8600
49279;48502;100048502;WOD;0;21400
49280;48505;100048505;ELI_P;0;248700
49281;48509;100048509;WOD;100;52000
49282;48519;100048519;CII;0;229100
49283;48521;100048521;ADI_S;0;379200
49284;48524;100048524;GTPDB;0;12600
49285;48526;100048526;ELI_C;0;10800
49286;48529;100048529;FSI;0;12800
49287;48530;100048530;EFB;0;65900
49288;48532;100048532;WTD;0;53000
49289;48533;100048533;GTPDB;0;258900
49290;48534;100048534;GDB;0;300600
49291;48538;100048538;AI;0;624800
49292;48972;100048972;GDB;0;28000
49293;48541;100048541;TPD;0;486300
49294;48542;100048542;WOD;0;206400
49295;48543;100048543;WOT;0;93900
49296;48545;100048545;EFB;0;11300
49297;48546;100048546;FSI;100;273400
49298;48550;100048550;ELI;0;345200
49299;48551;100048551;ELI_P;0;383300
49300;48552;100048552;ELI_P;0;9300
49301;48553;100048553;AI;0;22500
49302;48554;100048554;FIB;0;319700
49303;48555;100048555;AI;0;288600
49304;48557;100048557;TPD;0;462000
49305;48558;100048558;ELI;0;15900
49306;48559;100048559;WOT;0;528300
49307;48562;100048562;GDB;0;103600
49308;48563;100048563;GCIIB;0;6900
49309;48564;100048564;CII;0;83400
49310;48572;100048572;WOT;0;406700
49311;48575;100048575;ELI_C;0;11600
49312;48579;100048579;FIB;0;15500
49313;48580;100048580;GCIIB;0;99600
49314;48582;100048582;WTD;0;11200
49315;48584;100048584;WOT;0;197200
49316;48586;100048586;ADI_S;0;244400
49317;48587;100048587;ELI_C;0;344200
49318;48588;100048588;ELI_C;0;295400
49319;48589;100048589;GDB;0;3400
49320;48591;100048591;FSI;0;176500
49321;48592;100048592;WTD;25;1400
49322;48593;100048593;GDB;0;33700
49323;48594;100048594;ELI_C;0;10100
49324;48595;100048595;WOT;0;10400
49325;48598;100048598;FIB;0;122600
49326;48600;100048600;GCIIB;0;13900
49327;48601;100048601;ELI;25;243500
49328;48602;100048602;WOT;0;451200
49329;48604;100048604;FIB;0;186600
49330;48605;100048605;ELI;0;2300
49331;49131;100049131;EFB;0;11900
49332;48610;100048610;WOT;0;42200
49333;48611;100048611;GDB;0;131800
49334;48612;100048612;FIB;0;22000
49335;48618;100048618;ADI;0;69700
49336;49018;100049018;WOT;0;89000
49337;48619;100048619;WTD;0;270900
49338;48622;100048622;FSI;0;10000
49339;48623;100048623;GCIIB;0;98100
49340;48629;100048629;ELI_C;0;8000
49341;48630;100048630;ELI;0;237800
49342;48632;100048632;WOT;0;279100
49343;48633;100048633;FIB;0;41400
49344;48635;100048635;ELI_C;0;7300
49345;48636;100048636;WOD;50;374700
49346;48639;100048639;TPD;0;80200
49347;48641;100048641;FSI;0;32800
49348;48644;100048644;ADI_S;0;289600
49349;48646;100048646;ELI_C;0;18900
49350;48649;100048649;ADI_S;0;219300
49351;48654;100048654;GTPDB;0;120200
49352;48655;100048655;ELI_C;0;12400
49353;48656;100048656;EFB;0;72000
49354;48657;100048657;CII;0;26700
49355;48658;100048658;EFB;0;44600
49356;48659;100048659;WTD;0;144000
49357;48660;100048660;AI;0;11000
49358;48662;100048662;AI;0;16300
49359;48666;100048666;WOD;0;27200
49360;48668;100048668;ADI_S;0;11500
49361;48677;100048677;ELI_P;0;10200
49362;48679;100048679;ADI;0;235300
49363;48681;100048681;ELI;0;11800
49364;48682;100048682;WTD;0;412000
49365;48685;100048685;GDB;0;11800
49366;48687;100048687;AI;0;24900
49367;48690;100048690;ELI_C;0;12900
49368;48691;100048691;GTPDB;0;343300
49369;48699;100048699;EFB;0;7800
49370;49632;100049632;CII;0;10300
49371;48700;100048700;ELI;0;14300
49372;48702;100048702;FIB;0;11600
49373;48704;100048704;ELI;0;23000
49374;48708;100048708;ADI_S;0;291800
49375;48709;100048709;GCIIB;0;74200
49376;48710;100048710;ELI_C;0;148200
49377;48711;100048711;AI;0;32200
49378;48712;100048712;CII;100;13800
49379;48713;100048713;GTPDB;0;459300
49380;48714;100048714;ELI_C;0;11300
49381;48716;100048716;ADI;0;167300
49382;48718;100048718;FSI;75;4800
49383;48719;100048719;FIB;0;8000
49384;48722;100048722;ELI_P;0;23100
49385;48723;100048723;TPD;0;10100
49386;48729;100048729;TPD;0;113800
49387;48734;100048734;ADI;0;14000
49388;48736;100048736;WTD;0;273300
49389;48737;100048737;ADI;0;201400
49390;48742;100048742;WTD;0;170100
49391;48744;100048744;ELI_C;0;10600
49392;48745;100048745;WTD;0;93800
49393;48747;100048747;ELI_P;0;461200
49394;48749;100048749;TPD;0;21300
49395;48751;100048751;WOT;100;4100
49396;48753;100048753;GDB;0;12600
49397;48755;100048755;GTPDB;0;42700
49398;48756;100048756;ELI_P;0;8700
49399;48757;100048757;ADI;0;20600
49400;48759;100048759;FIB;0;98200
49401;48760;100048760;CII;0;11600
49402;48761;100048761;GTPDB;75;399500
49403;48767;100048767;FSI;0;191000
49404;48768;100048768;GDB;0;342600
49405;48770;100048770;TPD;0;8300
49406;48772;100048772;FIB;0;7900
49407;48774;100048774;GDB;0;510700
49408;48775;100048775;GCIIB;0;258500
49409;49792;100049792;ELI_C;0;17000
49410;48776;100048776;FIB;0;1500
49411;48777;100048777;EFB;0;169400
49412;48778;100048778;ADI;0;133200
49413;48780;100048780;ELI_C;0;7700
49414;48782;100048782;GDB;0;119400
49415;48787;100048787;ELI_C;0;604300
49416;48792;100048792;FSI;0;352700
49417;48795;100048795;WOT;0;9000
49418;48797;100048797;GTPDB;0;16700
49419;48798;100048798;ELI_P;0;64200
49420;48802;100048802;FSI;0;116800
49421;48803;100048803;ELI_C;75;479000
49422;48804;100048804;EFB;25;48300
49423;48807;100048807;ADI;0;13300
49424;48809;100048809;GCIIB;0;533700
49425;48810;100048810;GCIIB;0;6100
49426;48811;100048811;GDB;50;135500
49427;48812;100048812;ADI_S;0;64700
49428;48814;100048814;FIB;0;155800
49429;48817;100048817;ELI_P;0;133400
49430;48819;100048819;ADI;0;163500
49431;48822;100048822;ADI;0;519300
49432;48827;100048827;GCIIB;0;125500
49433;48828;100048828;TPD;0;105700
49434;48829;100048829;ADI;0;422900
49435;48830;100048830;ADI;0;22000
