id;customer_id;policy_number;from_fund;from_movement_value;to_fund;to_movement_value;switch_factor;authorised_date
3142;28437;100028437;Dollar Saver;364;USD AXA9;364;100;2025-11-02
3143;28454;100028454;Growth;3455;Money Market;3455;50;2025-02-27
3144;28460;100028460;EGP AXA10;4876;Al Safwa;4876;75;2024-12-16
3145;28493;100028493;Equities;600;Dollar Saver;600;25;2024-02-04
3146;28536;100028536;Sama;498;Secure;498;25;2025-03-30
3147;28557;100028557;Growth;893;Diversified;893;75;2025-04-27
3148;28593;100028593;EGP AXA10;3756;USD AXA9;3756;50;2024-03-25
3149;28616;100028616;Diversified;4327;Sama;4327;25;2024-08-14
3150;28622;100028622;Dollar Saver;1326;Growth;1326;25;2024-08-12
3151;28632;100028632;EGP AXA10;1915;Money Market;1915;25;2024-03-08
3152;28743;100028743;EGX30 ETF;543;Dollar Saver;543;50;2025-05-03
3153;28744;100028744;Money Market;1039;Conservative;1039;50;2024-06-16
3154;28811;100028811;Growth;999;Active;999;100;2024-07-22
3155;28819;100028819;Conservative;1577;USD AXA9;1577;50;2025-12-04
3156;28835;100028835;Secure;1169;Gold;1169;100;2025-09-08
3157;28836;100028836;Active;2128;Secure;2128;75;2025-03-08
3158;28852;100028852;Gold;673;USD Growth Saver;673;75;2024-03-06
3159;28861;100028861;EGX30 ETF;3133;EGX30 ETF;3133;100;2024-12-12
3160;28875;100028875;Conservative;4314;EGX30 ETF;4314;50;2025-04-26
3161;28876;100028876;Active;2175;Sama;2175;75;2024-11-28
3162;28896;100028896;Gold;1328;Growth;1328;100;2024-02-28
3163;28909;100028909;EGP AXA10;4412;Diversified;4412;50;2025-08-16
3164;28914;100028914;Active;1296;Gold;1296;75;2025-08-04
3165;28966;100028966;Sama;601;Diversified;601;25;2024-05-05
3166;28973;100028973;Gold;1350;EGX30 ETF;1350;25;2024-07-18
3167;29010;100029010;Equities;855;Growth;855;25;2025-10-16
3168;29011;100029011;Money Market;1404;Dollar Saver;1404;100;2025-04-26
3169;29016;100029016;Dollar Saver;1534;EGP AXA10;1534;25;2025-03-28
3170;29075;100029075;Money Market;727;Al Safwa;727;75;2025-03-09
3171;29147;100029147;Money Market;814;Active;814;100;2024-08-19
3172;29122;100029122;EGX30 ETF;265;EGX30 ETF;265;100;2024-03-11
3173;29160;100029160;USD Growth Saver;3522;Growth;3522;100;2025-10-26
3174;29166;100029166;Al Safwa;1963;Diversified;1963;75;2024-04-09
3175;29186;100029186;EGX30 ETF;4919;Growth;4919;100;2025-05-09
3176;29188;100029188;Sama;3435;Growth;3435;75;2025-01-17
3177;29197;100029197;Gold;157;Equities;157;75;2025-04-25
3178;29204;100029204;USD AXA9;3081;EGX30 ETF;3081;100;2024-08-13
3179;29230;100029230;Secure;1036;USD Growth Saver;1036;100;2024-12-17
3180;29255;100029255;Dollar Saver;4302;USD Growth Saver;4302;100;2024-04-11
3181;29295;100029295;EGP AXA10;2708;Diversified;2708;75;2024-06-26
3182;29338;100029338;Growth;1911;Diversified;1911;25;2024-03-02
3183;29367;100029367;Active;2259;Al Safwa;2259;75;2025-05-11
3184;29386;100029386;Al Safwa;1376;Growth;1376;75;2025-07-04
3185;29414;100029414;Conservative;921;USD Growth Saver;921;100;2025-09-12
3186;29435;100029435;USD AXA9;3408;Dollar Saver;3408;50;2024-05-08
3187;29441;100029441;Al Safwa;3085;USD AXA9;3085;50;2025-04-09
3188;29460;100029460;Diversified;2555;Gold;2555;100;2025-10-13
3189;29466;100029466;USD Growth Saver;2024;Secure;2024;75;2025-02-15
3190;29476;100029476;Dollar Saver;3085;EGP AXA10;3085;25;2024-08-20
3191;29479;100029479;Dollar Saver;3464;USD Growth Saver;3464;25;2024-08-10
3192;29489;100029489;Equities;1132;Dollar Saver;1132;100;2024-08-28
3193;29491;100029491;EGX30 ETF;3029;Gold;3029;100;2025-09-30
3194;29580;100029580;Growth;1071;USD AXA9;1071;75;2025-11-09
3195;29591;100029591;Diversified;3732;Diversified;3732;25;2024-08-10
3196;29629;100029629;Growth;1371;USD Growth Saver;1371;100;2025-01-21
3197;29671;100029671;Al Safwa;4766;Money Market;4766;75;2024-05-21
3198;29675;100029675;Active;2091;Secure;2091;100;2024-07-19
3199;29682;100029682;Money Market;2728;Sama;2728;25;2024-07-27
3200;29687;100029687;Dollar Saver;1527;Active;1527;25;2024-11-16
3201;29718;100029718;EGX30 ETF;613;Sama;613;75;2025-03-08
3202;29744;100029744;Secure;1638;Growth;1638;25;2025-05-07
3203;29773;100029773;Gold;1045;USD Growth Saver;1045;75;2025-07-01
3204;29774;100029774;USD Growth Saver;1796;Diversified;1796;50;2025-09-10
3205;29779;100029779;Conservative;4236;Al Safwa;4236;25;2024-05-12
3206;29805;100029805;Conservative;1526;Equities;1526;25;2025-09-05
3207;29825;100029825;Sama;4135;Sama;4135;50;2024-07-08
3208;30560;100030560;Active;945;Conservative;945;50;2024-09-07
3209;29904;100029904;Gold;3811;USD Growth Saver;3811;100;2025-01-18
3210;29929;100029929;EGP AXA10;2511;Al Safwa;2511;100;2025-02-20
3211;29964;100029964;Growth;1419;Active;1419;50;2025-09-10
3212;29997;100029997;Al Safwa;1145;Money Market;1145;50;2024-08-15
3213;30012;100030012;Dollar Saver;1511;EGP AXA10;1511;100;2025-01-22
3214;30026;100030026;Equities;3416;Al Safwa;3416;75;2025-01-15
3215;30036;100030036;Diversified;509;Diversified;509;100;2025-01-18
3216;30083;100030083;Equities;1819;Money Market;1819;50;2025-03-17
3217;30084;100030084;Growth;1372;Secure;1372;100;2024-11-30
3218;30102;100030102;USD AXA9;1443;Gold;1443;25;2025-12-12
3219;30114;100030114;Sama;3673;Money Market;3673;50;2024-11-26
3220;30123;100030123;Active;4713;Growth;4713;75;2025-03-23
3221;30146;100030146;Dollar Saver;2874;USD AXA9;2874;50;2024-03-23
3222;30173;100030173;Equities;835;Conservative;835;50;2024-03-30
3223;30184;100030184;USD Growth Saver;1450;Secure;1450;25;2025-10-15
3224;30188;100030188;EGX30 ETF;682;EGP AXA10;682;100;2025-12-02
3225;30216;100030216;Growth;185;Equities;185;25;2025-04-23
3226;30286;100030286;Conservative;2921;USD AXA9;2921;100;2024-06-23
3227;30288;100030288;USD Growth Saver;902;EGX30 ETF;902;100;2024-04-08
3228;30297;100030297;Growth;2261;Growth;2261;25;2024-10-30
3229;30329;100030329;Diversified;1036;Growth;1036;75;2024-08-15
3230;30335;100030335;EGX30 ETF;3223;Active;3223;25;2024-04-16
3231;30340;100030340;Diversified;1862;Money Market;1862;50;2025-03-14
3232;30358;100030358;Gold;2168;Gold;2168;25;2024-06-27
3233;30408;100030408;Growth;4333;Money Market;4333;75;2024-02-27
3234;30435;100030435;USD AXA9;3411;Equities;3411;25;2025-12-08
3235;30438;100030438;Gold;2581;Secure;2581;50;2025-01-24
3236;30462;100030462;Money Market;1373;Dollar Saver;1373;25;2024-03-20
3237;30465;100030465;Al Safwa;712;Secure;712;25;2024-09-19
3238;30480;100030480;Conservative;3018;USD Growth Saver;3018;100;2025-06-11
3239;30521;100030521;Gold;908;Gold;908;50;2025-01-29
3240;30535;100030535;Growth;1207;Al Safwa;1207;25;2024-11-01
3241;30542;100030542;Diversified;3839;EGX30 ETF;3839;25;2025-05-29
3242;30567;100030567;EGX30 ETF;2444;Dollar Saver;2444;50;2025-01-29
3243;30582;100030582;EGX30 ETF;423;Active;423;25;2025-06-14
3244;30585;100030585;Diversified;881;Growth;881;50;2025-09-10
3245;30623;100030623;Diversified;1750;Diversified;1750;100;2025-12-16
3246;30647;100030647;Dollar Saver;318;EGX30 ETF;318;75;2025-10-16
3247;30650;100030650;Money Market;491;Al Safwa;491;100;2025-04-10
3248;30672;100030672;Active;1286;EGP AXA10;1286;50;2024-08-09
3249;30697;100030697;Secure;2581;Gold;2581;75;2025-07-29
3250;30767;100030767;Growth;1477;USD AXA9;1477;25;2024-03-08
3251;30813;100030813;USD AXA9;2168;Conservative;2168;100;2024-07-17
3252;30817;100030817;USD AXA9;944;EGP AXA10;944;50;2025-06-11
3253;30825;100030825;Money Market;555;Conservative;555;100;2025-03-29
3254;30844;100030844;EGP AXA10;2646;Dollar Saver;2646;25;2024-06-07
3255;30847;100030847;USD Growth Saver;1117;Growth;1117;25;2024-12-21
3256;30872;100030872;Conservative;1793;Dollar Saver;1793;25;2024-04-20
3257;30881;100030881;EGP AXA10;1416;Money Market;1416;100;2024-06-26
3258;30899;100030899;USD Growth Saver;1322;Secure;1322;75;2025-02-08
3259;30926;100030926;Active;368;USD Growth Saver;368;25;2024-03-12
3260;30930;100030930;Dollar Saver;5685;USD Growth Saver;5685;50;2025-11-22
3261;30951;100030951;Equities;1190;Secure;1190;75;2024-12-25
3262;30972;100030972;Conservative;1890;Active;1890;50;2024-08-06
3263;30995;100030995;Dollar Saver;1990;EGP AXA10;1990;25;2024-06-06
3264;31031;100031031;Dollar Saver;1054;Diversified;1054;25;2025-05-18
3265;31073;100031073;Equities;2428;EGX30 ETF;2428;50;2025-06-30
3266;31127;100031127;Growth;4740;Al Safwa;4740;50;2024-12-13
3267;31130;100031130;Gold;2734;EGX30 ETF;2734;100;2024-12-25
3268;31133;100031133;Conservative;2736;Money Market;2736;100;2025-08-09
3269;31168;100031168;Active;4609;Sama;4609;25;2024-05-17
3270;31198;100031198;EGP AXA10;819;Conservative;819;75;2024-12-07
3271;31229;100031229;EGX30 ETF;1491;EGP AXA10;1491;25;2024-05-24
3272;31447;100031447;EGP AXA10;3374;Active;3374;75;2024-12-21
3273;31230;100031230;Gold;3002;Secure;3002;50;2025-05-23
3274;31246;100031246;Sama;1878;Al Safwa;1878;50;2025-07-26
3275;31270;100031270;Dollar Saver;2334;Diversified;2334;25;2025-09-03
3276;31318;100031318;Conservative;2540;Active;2540;100;2024-11-05
3277;31319;100031319;Dollar Saver;3950;Secure;3950;25;2025-02-28
3278;31381;100031381;Sama;3023;EGX30 ETF;3023;75;2025-03-01
3279;31401;100031401;Gold;416;Conservative;416;50;2025-09-10
3280;31444;100031444;Dollar Saver;1090;Diversified;1090;25;2024-12-20
3281;31503;100031503;USD AXA9;1651;USD Growth Saver;1651;75;2024-06-12
3282;31563;100031563;EGP AXA10;988;Diversified;988;75;2024-02-24
3283;31601;100031601;Money Market;1946;Dollar Saver;1946;100;2025-01-05
3284;31621;100031621;Conservative;2526;Sama;2526;25;2025-04-12
3285;31633;100031633;Diversified;2039;Equities;2039;75;2024-09-13
3286;31660;100031660;Money Market;1215;Active;1215;50;2024-11-30
3287;31700;100031700;EGX30 ETF;1291;Al Safwa;1291;75;2025-06-20
3288;31713;100031713;Dollar Saver;685;USD AXA9;685;75;2024-03-21
3289;31851;100031851;Secure;3665;EGX30 ETF;3665;25;2025-03-31
3290;31868;100031868;Sama;1987;EGX30 ETF;1987;75;2024-08-27
3291;31923;100031923;Growth;3086;Gold;3086;25;2025-06-05
3292;31930;100031930;Al Safwa;2798;Gold;2798;75;2024-08-29
3293;31933;100031933;Sama;458;Money Market;458;75;2025-10-18
3294;31968;100031968;USD AXA9;765;Diversified;765;50;2024-11-29
3295;31971;100031971;EGX30 ETF;1264;Conservative;1264;100;2024-12-25
3296;31984;100031984;Diversified;1825;Secure;1825;25;2025-01-17
3297;32036;100032036;Secure;795;Al Safwa;795;75;2025-12-30
3298;32045;100032045;Sama;1464;Growth;1464;50;2025-06-30
3299;32052;100032052;Dollar Saver;640;USD Growth Saver;640;25;2024-06-27
3300;32063;100032063;Gold;899;Secure;899;50;2024-04-03
3301;32098;100032098;Equities;1941;Conservative;1941;25;2024-12-13
3302;32109;100032109;USD AXA9;618;Money Market;618;50;2024-08-19
3303;32134;100032134;Sama;1868;Active;1868;75;2025-06-24
3304;32153;100032153;Gold;831;Secure;831;100;2025-07-04
3305;32189;100032189;Gold;6600;EGP AXA10;6600;100;2024-12-15
3306;32221;100032221;Dollar Saver;1880;USD AXA9;1880;50;2025-02-28
3307;32247;100032247;Growth;2179;USD AXA9;2179;50;2024-10-30
3308;32264;100032264;Secure;1166;Dollar Saver;1166;75;2024-09-02
3309;32272;100032272;Dollar Saver;1116;Sama;1116;50;2024-06-22
3310;32280;100032280;Gold;1022;Dollar Saver;1022;50;2025-01-14
3311;32294;100032294;Growth;4512;USD Growth Saver;4512;100;2024-07-01
3312;32302;100032302;USD Growth Saver;2983;USD Growth Saver;2983;100;2025-10-16
3313;32334;100032334;EGX30 ETF;2303;Active;2303;50;2024-07-03
3314;32357;100032357;Diversified;1476;Active;1476;50;2024-05-28
3315;32363;100032363;USD Growth Saver;2265;Dollar Saver;2265;50;2025-06-12
3316;32427;100032427;Secure;6342;Growth;6342;25;2024-02-25
3317;32460;100032460;EGX30 ETF;3076;Active;3076;75;2025-07-23
3318;32463;100032463;EGX30 ETF;2874;Growth;2874;75;2025-03-08
3319;32597;100032597;EGX30 ETF;1063;Active;1063;100;2025-10-31
3320;32610;100032610;USD Growth Saver;2865;Equities;2865;100;2024-08-17
3321;32660;100032660;Sama;288;EGX30 ETF;288;25;2024-05-27
3322;32695;100032695;Diversified;2324;USD AXA9;2324;75;2025-08-25
3323;32753;100032753;EGX30 ETF;1608;Conservative;1608;50;2025-07-14
3324;32783;100032783;EGX30 ETF;2228;Active;2228;50;2025-06-15
3325;32843;100032843;USD Growth Saver;187;Active;187;50;2024-06-06
3326;32852;100032852;Al Safwa;2796;Al Safwa;2796;75;2024-06-01
3327;32888;100032888;Gold;2387;USD AXA9;2387;100;2024-02-15
3328;32899;100032899;USD Growth Saver;3907;Conservative;3907;50;2024-08-11
3329;32904;100032904;Dollar Saver;2139;Money Market;2139;50;2024-11-15
3330;32929;100032929;Equities;920;Sama;920;25;2025-10-20
3331;32964;100032964;Equities;1367;Secure;1367;25;2025-03-20
3332;32987;100032987;Al Safwa;1645;Al Safwa;1645;100;2025-08-20
3333;32999;100032999;Conservative;1463;Secure;1463;100;2025-09-23
3334;33006;100033006;Gold;2292;Al Safwa;2292;50;2025-12-25
3335;33032;100033032;EGX30 ETF;743;Conservative;743;100;2024-09-11
3336;33054;100033054;Secure;642;Diversified;642;25;2025-11-17
3337;33118;100033118;Secure;1524;EGP AXA10;1524;75;2025-09-17
3338;33136;100033136;EGX30 ETF;1817;Active;1817;50;2024-03-12
3339;33149;100033149;USD AXA9;889;Conservative;889;25;2024-07-21
3340;33154;100033154;EGX30 ETF;2648;Growth;2648;75;2025-09-22
3341;33231;100033231;USD AXA9;3805;Diversified;3805;100;2025-09-22
3342;33245;100033245;Equities;1326;EGX30 ETF;1326;50;2025-04-27
3343;33296;100033296;EGP AXA10;2282;EGX30 ETF;2282;25;2024-04-23
3344;33410;100033410;Equities;2563;Conservative;2563;100;2025-10-22
3345;33437;100033437;Secure;2371;Active;2371;50;2025-07-01
3346;33458;100033458;Growth;2381;Sama;2381;25;2024-06-07
3347;33485;100033485;Al Safwa;2645;EGX30 ETF;2645;100;2024-11-27
3348;33490;100033490;EGX30 ETF;5462;Active;5462;75;2024-05-18
3349;33501;100033501;Growth;4197;Growth;4197;100;2024-03-23
3350;33539;100033539;Diversified;1436;Dollar Saver;1436;25;2024-05-05
3351;33554;100033554;Diversified;2709;Money Market;2709;75;2025-05-14
3352;33590;100033590;Dollar Saver;698;Active;698;75;2024-09-23
3353;33645;100033645;Active;718;Active;718;75;2025-12-21
3354;33676;100033676;Gold;1256;Sama;1256;75;2024-08-20
3355;33700;100033700;Gold;584;USD Growth Saver;584;75;2025-02-10
3356;33748;100033748;Gold;2197;Active;2197;100;2024-04-24
3357;33750;100033750;Growth;1555;Secure;1555;75;2025-04-03
3358;33782;100033782;Diversified;2286;Gold;2286;100;2024-12-31
3359;33831;100033831;EGP AXA10;2023;Secure;2023;50;2025-09-11
3360;33838;100033838;Gold;3215;Gold;3215;75;2025-08-15
3361;33905;100033905;Conservative;1622;Money Market;1622;50;2025-12-10
3362;33908;100033908;Sama;1675;Equities;1675;25;2024-11-30
3363;33935;100033935;Equities;1511;Sama;1511;25;2024-02-16
3364;33968;100033968;Al Safwa;3937;EGX30 ETF;3937;50;2025-06-30
3365;34005;100034005;Al Safwa;3221;Growth;3221;75;2025-12-17
3366;34012;100034012;EGP AXA10;505;Al Safwa;505;100;2025-04-26
3367;34014;100034014;Conservative;1206;USD Growth Saver;1206;25;2025-01-15
3368;34053;100034053;Al Safwa;2322;EGP AXA10;2322;50;2025-01-19
3369;34060;100034060;Diversified;2515;Sama;2515;100;2025-05-02
3370;34067;100034067;Al Safwa;4279;Growth;4279;25;2024-09-18
3371;34068;100034068;Al Safwa;817;Growth;817;25;2024-10-07
3372;34076;100034076;Conservative;998;Diversified;998;25;2024-11-01
3373;34097;100034097;USD Growth Saver;731;EGX30 ETF;731;75;2025-10-14
3374;34126;100034126;Money Market;860;EGP AXA10;860;75;2025-10-07
3375;34137;100034137;Growth;477;USD AXA9;477;75;2024-05-11
3376;34144;100034144;Active;3640;Secure;3640;25;2025-08-08
3377;34170;100034170;Secure;4562;Al Safwa;4562;100;2025-01-04
3378;34215;100034215;Diversified;1636;Al Safwa;1636;50;2025-07-11
3379;34248;100034248;Gold;2067;Gold;2067;25;2024-05-31
3380;34251;100034251;Active;3351;USD AXA9;3351;50;2024-12-08
3381;34275;100034275;USD Growth Saver;3745;Secure;3745;100;2025-08-11
3382;34332;100034332;Growth;1725;Conservative;1725;75;2024-02-05
3383;34377;100034377;USD Growth Saver;2765;Active;2765;75;2025-12-24
3384;34379;100034379;EGP AXA10;581;Al Safwa;581;25;2024-10-31
3385;34399;100034399;Sama;635;Gold;635;100;2024-05-21
3386;34427;100034427;EGP AXA10;3112;Sama;3112;100;2025-09-24
3387;34448;100034448;Conservative;631;Conservative;631;50;2024-07-25
3388;34450;100034450;Equities;607;Dollar Saver;607;25;2025-09-11
3389;34502;100034502;EGX30 ETF;710;EGP AXA10;710;25;2025-05-19
3390;34583;100034583;USD AXA9;1500;Al Safwa;1500;25;2025-06-22
3391;34607;100034607;Active;1888;Sama;1888;25;2025-12-07
3392;34618;100034618;Secure;776;EGX30 ETF;776;50;2024-11-09
3393;34630;100034630;Equities;1480;Equities;1480;25;2024-12-24
3394;34693;100034693;Growth;3053;Equities;3053;75;2024-06-17
3395;34700;100034700;Equities;2124;EGP AXA10;2124;50;2024-09-30
3396;34704;100034704;Diversified;135;Equities;135;75;2024-02-14
3397;34729;100034729;USD Growth Saver;1258;Equities;1258;25;2025-05-20
3398;34755;100034755;EGX30 ETF;1737;Sama;1737;75;2025-12-10
3399;34788;100034788;EGP AXA10;1482;Diversified;1482;75;2024-11-13
3400;34794;100034794;Sama;3880;Secure;3880;25;2025-08-20
3401;34820;100034820;Conservative;2112;Diversified;2112;100;2024-10-08
3402;34848;100034848;Gold;1910;USD AXA9;1910;50;2024-06-21
3403;34932;100034932;Money Market;901;Sama;901;75;2025-02-10
3404;34964;100034964;Sama;1741;Growth;1741;25;2024-08-13
3405;34993;100034993;EGP AXA10;1115;Equities;1115;50;2025-06-05
3406;35026;100035026;Gold;1914;Al Safwa;1914;25;2024-10-02
3407;35027;100035027;Conservative;582;Diversified;582;25;2024-07-14
3408;45861;100045861;USD Growth Saver;371;EGX30 ETF;371;50;2024-08-16
3409;35122;100035122;Dollar Saver;1411;Diversified;1411;100;2024-02-12
3410;35127;100035127;USD AXA9;543;Gold;543;25;2025-05-26
3411;35147;100035147;USD Growth Saver;4311;EGX30 ETF;4311;100;2024-07-02
3412;35169;100035169;Gold;2652;Growth;2652;25;2025-07-18
3413;35204;100035204;EGP AXA10;2734;Equities;2734;100;2025-07-15
3414;35242;100035242;USD AXA9;2148;EGX30 ETF;2148;75;2025-09-24
3415;35305;100035305;USD AXA9;1714;Dollar Saver;1714;100;2025-03-25
3416;35319;100035319;Gold;1136;Conservative;1136;50;2025-06-22
3417;35349;100035349;Equities;2168;Money Market;2168;100;2024-03-04
3418;35351;100035351;Equities;901;USD AXA9;901;100;2025-07-02
3419;35392;100035392;Al Safwa;3754;Dollar Saver;3754;100;2024-10-30
3420;35396;100035396;EGP AXA10;5402;EGX30 ETF;5402;50;2024-12-07
3421;35409;100035409;Active;493;EGX30 ETF;493;100;2025-07-26
3422;35446;100035446;Dollar Saver;773;Diversified;773;100;2024-04-01
3423;35502;100035502;Diversified;76;USD AXA9;76;75;2025-05-19
3424;35522;100035522;EGX30 ETF;876;Diversified;876;50;2025-03-19
3425;35531;100035531;EGP AXA10;2171;USD AXA9;2171;75;2024-05-11
3426;35540;100035540;Active;276;Active;276;50;2025-01-27
3427;35567;100035567;USD AXA9;500;Growth;500;100;2024-02-22
3428;35575;100035575;USD AXA9;1279;Sama;1279;50;2025-01-22
3429;35577;100035577;USD AXA9;3276;Growth;3276;100;2025-01-25
3430;35585;100035585;Growth;1624;EGX30 ETF;1624;75;2025-07-22
3431;35608;100035608;Dollar Saver;5989;Sama;5989;75;2024-08-06
3432;35619;100035619;Active;174;Conservative;174;75;2025-12-28
3433;35673;100035673;Al Safwa;4827;Al Safwa;4827;50;2025-08-30
3434;35709;100035709;USD Growth Saver;2647;Money Market;2647;75;2025-12-03
3435;35714;100035714;USD Growth Saver;1459;EGP AXA10;1459;75;2024-03-28
3436;35718;100035718;Active;3090;Secure;3090;50;2024-08-18
3437;35720;100035720;Diversified;1175;USD Growth Saver;1175;75;2025-02-20
3438;35731;100035731;Growth;3809;Dollar Saver;3809;75;2024-08-07
3439;35732;100035732;EGX30 ETF;3245;Active;3245;25;2025-04-22
3440;35733;100035733;Gold;2041;EGX30 ETF;2041;75;2025-03-15
3441;35796;100035796;Active;624;Sama;624;50;2025-04-16
3442;35798;100035798;Diversified;2899;Diversified;2899;50;2025-12-14
3443;46370;100046370;Al Safwa;1986;Money Market;1986;75;2025-08-21
3444;35834;100035834;Dollar Saver;2589;Secure;2589;50;2024-06-23
3445;35842;100035842;USD AXA9;5082;Sama;5082;25;2024-06-06
3446;35898;100035898;Dollar Saver;4147;EGX30 ETF;4147;100;2025-10-12
3447;35941;100035941;Gold;3501;EGP AXA10;3501;100;2024-02-29
3448;35959;100035959;Sama;1981;Secure;1981;100;2024-02-25
3449;35971;100035971;Conservative;490;EGP AXA10;490;25;2025-02-25
3450;35981;100035981;USD AXA9;1783;EGX30 ETF;1783;75;2025-10-15
3451;36018;100036018;USD AXA9;1191;Money Market;1191;25;2024-09-15
3452;36065;100036065;Gold;3386;Dollar Saver;3386;100;2025-01-25
3453;36085;100036085;Equities;846;Secure;846;50;2025-09-15
3454;36112;100036112;Secure;710;Conservative;710;100;2024-05-31
3455;36147;100036147;Secure;2041;Growth;2041;25;2025-11-12
3456;36209;100036209;USD Growth Saver;1867;Gold;1867;50;2025-12-08
3457;36230;100036230;Conservative;5257;USD AXA9;5257;75;2025-04-01
3458;36237;100036237;Gold;168;Active;168;75;2024-06-02
3459;36245;100036245;Gold;2227;Active;2227;75;2024-09-21
3460;36252;100036252;EGP AXA10;2788;Secure;2788;75;2025-06-05
3461;36290;100036290;Gold;2432;Al Safwa;2432;75;2024-02-24
3462;36304;100036304;Al Safwa;1811;USD AXA9;1811;75;2024-10-18
3463;36346;100036346;Gold;1077;Diversified;1077;100;2024-12-16
3464;36358;100036358;Dollar Saver;1212;Dollar Saver;1212;50;2025-07-23
3465;36376;100036376;EGP AXA10;1960;Diversified;1960;50;2024-10-23
3466;36377;100036377;Sama;962;Al Safwa;962;25;2024-04-16
3467;36387;100036387;Money Market;198;Diversified;198;50;2025-06-19
3468;36392;100036392;Al Safwa;3963;EGP AXA10;3963;100;2024-08-16
3469;36399;100036399;Conservative;2618;Growth;2618;100;2025-04-07
3470;36437;100036437;Diversified;950;Growth;950;50;2025-03-01
3471;36470;100036470;EGX30 ETF;944;Conservative;944;25;2025-08-03
3472;36488;100036488;Growth;868;Sama;868;50;2024-10-11
3473;36494;100036494;Active;4679;Secure;4679;75;2024-12-08
3474;36502;100036502;Diversified;1325;Dollar Saver;1325;50;2025-12-06
3475;36503;100036503;Secure;1002;Sama;1002;100;2025-12-26
3476;36513;100036513;Equities;5343;Diversified;5343;100;2025-10-08
3477;36521;100036521;Money Market;3547;Equities;3547;100;2024-08-14
3478;36623;100036623;Equities;1218;Al Safwa;1218;50;2024-08-28
3479;37470;100037470;Growth;1648;Dollar Saver;1648;75;2025-08-29
3480;36642;100036642;EGX30 ETF;854;Secure;854;50;2024-08-09
3481;36680;100036680;USD AXA9;1331;Sama;1331;50;2025-02-10
3482;36724;100036724;USD AXA9;1753;Growth;1753;75;2024-09-19
3483;36762;100036762;Active;431;USD AXA9;431;100;2024-10-14
3484;36797;100036797;USD AXA9;4500;Dollar Saver;4500;75;2024-12-17
3485;36817;100036817;Diversified;709;EGP AXA10;709;75;2025-11-18
3486;36819;100036819;Gold;5049;USD Growth Saver;5049;75;2025-04-04
3487;36838;100036838;Growth;2381;USD AXA9;2381;50;2025-09-15
3488;36843;100036843;Money Market;957;EGX30 ETF;957;75;2024-07-24
3489;36859;100036859;Secure;1015;Diversified;1015;50;2025-05-22
3490;36920;100036920;Dollar Saver;2069;EGX30 ETF;2069;25;2025-06-21
3491;36929;100036929;Gold;2203;USD Growth Saver;2203;75;2024-02-28
3492;36939;100036939;Diversified;2165;Dollar Saver;2165;25;2025-07-15
3493;36981;100036981;Al Safwa;1935;Growth;1935;75;2025-08-09
3494;37063;100037063;Dollar Saver;1844;Al Safwa;1844;100;2025-06-26
3495;37071;100037071;Al Safwa;6596;Active;6596;25;2024-10-02
3496;37114;100037114;EGP AXA10;1759;Equities;1759;75;2025-09-18
3497;37126;100037126;Dollar Saver;2618;Secure;2618;75;2025-12-11
3498;37137;100037137;Gold;2842;Al Safwa;2842;25;2025-10-08
3499;37140;100037140;Money Market;2992;Growth;2992;100;2024-06-12
3500;37153;100037153;Secure;1509;EGP AXA10;1509;75;2024-08-05
3501;37168;100037168;Growth;2367;EGP AXA10;2367;75;2024-08-07
3502;37184;100037184;Al Safwa;307;Gold;307;100;2024-08-21
3503;37189;100037189;Gold;510;Al Safwa;510;50;2024-02-09
3504;37223;100037223;USD Growth Saver;2222;Secure;2222;100;2024-12-28
3505;37269;100037269;Secure;1057;Equities;1057;25;2025-01-24
3506;37293;100037293;USD AXA9;4140;Gold;4140;75;2024-06-15
3507;37331;100037331;Money Market;1342;Conservative;1342;50;2025-09-27
3508;37337;100037337;Diversified;1759;Conservative;1759;50;2024-03-29
3509;37370;100037370;Secure;2193;Secure;2193;75;2024-07-25
3510;37376;100037376;Gold;5663;Secure;5663;25;2025-03-04
3511;37386;100037386;Growth;1023;EGP AXA10;1023;25;2025-02-11
3512;39134;100039134;Growth;1991;USD AXA9;1991;100;2024-11-19
3513;37434;100037434;USD AXA9;1752;Dollar Saver;1752;100;2025-08-03
3514;37443;100037443;EGX30 ETF;849;Gold;849;25;2024-09-20
3515;37446;100037446;Active;3980;USD Growth Saver;3980;75;2025-01-08
3516;37455;100037455;Conservative;5554;Dollar Saver;5554;50;2024-12-08
3517;37478;100037478;Active;5724;Money Market;5724;50;2024-09-22
3518;37482;100037482;Diversified;2131;Conservative;2131;25;2025-10-08
3519;37508;100037508;EGP AXA10;2380;Al Safwa;2380;50;2024-03-09
3520;37509;100037509;Equities;861;Secure;861;50;2024-08-30
3521;37543;100037543;Active;1399;Growth;1399;100;2024-07-26
3522;37576;100037576;Active;1976;Growth;1976;25;2024-05-30
3523;37602;100037602;EGP AXA10;1518;Sama;1518;50;2024-11-24
3524;37605;100037605;Dollar Saver;1193;Dollar Saver;1193;50;2025-01-08
3525;37629;100037629;Al Safwa;2037;Equities;2037;25;2025-11-06
3526;37704;100037704;Conservative;4487;Sama;4487;50;2025-09-17
3527;37730;100037730;Al Safwa;2928;Money Market;2928;50;2025-02-22
3528;37768;100037768;Diversified;2430;EGP AXA10;2430;25;2024-04-08
