id;customer_id;policy_number;alteration;request_date;effective_date
14165;44264;100044264;Premium Cessation;2025-01-01;2025-01-07
14166;44264;100044264;Unsuspend Premium Collection;2025-07-31;2025-08-02
14167;44267;100044267;Increase Premium;2024-07-05;2024-07-19
14168;44267;100044267;Premium Cessation;2025-03-24;2025-04-07
14169;44267;100044267;Reinstate ULS Benefits;2025-01-30;2025-02-03
14170;44277;100044277;Increase Premium Without Sum insured Amount;2024-02-19;2024-02-25
14171;44277;100044277;Change Product;2024-02-24;2024-02-27
14172;44277;100044277;Unsuspend Premium Collection;2024-11-18;2024-12-07
14173;44285;100044285;Decline Indexation;2024-09-15;2024-10-04
14174;44285;100044285;Change Bank Detail Information;2025-07-22;2025-08-01
14175;44285;100044285;Remove Indexation;2024-11-20;2024-12-04
14176;44287;100044287;Policy Ownership Assignment;2025-12-24;2026-01-03
14177;44287;100044287;Increase Premium Without Sum insured Amount;2025-04-25;2025-04-27
14178;44287;100044287;Decline Indexation;2025-01-11;2025-01-29
14179;44309;100044309;Add Indexation;2025-08-21;2025-09-02
14180;44309;100044309;Increase Premium Without Sum insured Amount;2025-09-11;2025-09-11
14181;44309;100044309;Cancel Benefit;2025-10-06;2025-10-11
14182;44319;100044319;Reinstate ULS;2025-09-16;2025-09-20
14183;44319;100044319;Decline Indexation;2025-06-12;2025-06-25
14184;44319;100044319;Premium Cessation;2024-06-03;2024-06-16
14185;44329;100044329;Change Spouse Information;2025-03-18;2025-03-24
14186;44329;100044329;Increase ULS Term;2025-05-11;2025-05-12
14187;44329;100044329;Change Index Fixed Value;2024-08-13;2024-08-21
14188;44330;100044330;Edit Client Source;2024-09-16;2024-09-20
14189;44330;100044330;Unsuspend Premium Collection;2024-02-22;2024-03-02
14190;44330;100044330;Increase Package;2025-02-19;2025-02-22
14191;44346;100044346;Change Personal Information;2024-03-24;2024-04-02
14192;44346;100044346;Increase Premium Without Sum insured Amount;2025-03-29;2025-04-16
14193;44346;100044346;Change Payment Method;2025-01-03;2025-01-03
14194;44347;100044347;Premium Cessation;2024-08-17;2024-09-01
14195;44347;100044347;Change Payer;2024-03-20;2024-03-25
14196;44347;100044347;Suspend Premium Collection;2025-11-12;2025-11-20
14197;44348;100044348;Decrease Premium Without Sum insured Amount;2024-10-14;2024-10-22
14198;44348;100044348;Decrease Premium;2025-06-30;2025-07-07
14199;44348;100044348;Extend Term;2025-09-02;2025-09-06
14200;44354;100044354;Policy Termination Payment;2025-01-18;2025-01-18
14201;44354;100044354;Add Indexation;2024-10-17;2024-10-21
14202;44354;100044354;Change Index Type;2024-12-31;2025-01-08
14203;44362;100044362;Remove Indexation;2024-04-14;2024-04-16
14204;44362;100044362;Increase Premium Without Sum insured Amount;2025-11-02;2025-11-12
14205;44362;100044362;Cancel Benefit;2024-09-06;2024-09-17
14206;44369;100044369;Remove Indexation;2025-03-06;2025-03-06
14207;44369;100044369;Change Spouse Information;2024-06-13;2024-06-28
14208;44369;100044369;Unsuspend Premium Collection;2024-05-28;2024-05-30
14209;44415;100044415;Decrease Premium Without Sum insured Amount;2025-09-20;2025-09-26
14210;44415;100044415;Policy Ownership Assignment;2024-03-27;2024-04-07
14211;44415;100044415;Policy Termination Payment;2025-05-07;2025-05-24
14212;44455;100044455;Policy Termination Payment;2024-04-20;2024-04-28
14213;44455;100044455;Suspend Premium Collection;2024-09-27;2024-09-30
14214;44455;100044455;Change Nominated Child & Term;2024-09-08;2024-09-22
14215;44463;100044463;Cancel Benefit;2025-09-21;2025-10-02
14216;44463;100044463;Extend Term;2024-07-26;2024-07-26
14217;44463;100044463;Policy Termination Payment;2024-09-08;2024-09-10
14218;44466;100044466;Unsuspend Premium Collection;2025-01-28;2025-02-02
14219;44466;100044466;Decrease ULS Term;2024-12-19;2024-12-23
14220;44466;100044466;Policy Termination Payment;2025-09-12;2025-09-23
14221;44471;100044471;Increase Package;2025-05-30;2025-06-13
14222;44471;100044471;Change Payer;2024-09-13;2024-09-16
14223;44471;100044471;Decrease Premium Without Sum insured Amount;2024-02-13;2024-02-27
14224;44475;100044475;Change Client Name;2025-08-25;2025-09-05
14225;44475;100044475;Increase Premium Without Sum insured Amount;2025-08-23;2025-08-29
14226;44475;100044475;Change Frequency;2024-05-17;2024-05-31
14227;44490;100044490;Decrease Premium;2024-02-06;2024-02-21
14228;44490;100044490;Change Bank Detail Information;2025-09-10;2025-09-15
14229;44490;100044490;Change Index Type;2024-10-22;2024-11-02
14230;44499;100044499;Increase ULS Term;2025-03-19;2025-04-04
14231;44499;100044499;Reinstate ULS Benefits;2025-06-18;2025-07-01
14232;44499;100044499;Increase Premium;2025-11-10;2025-11-17
14233;44503;100044503;Increase ULS Term;2025-02-08;2025-02-26
14234;44503;100044503;Cancel Benefit;2025-07-08;2025-07-19
14235;44503;100044503;Increase Premium;2025-04-13;2025-04-30
14236;44509;100044509;Change Spouse Information;2025-04-01;2025-04-02
14237;44509;100044509;Increase Premium;2024-08-17;2024-08-27
14238;44509;100044509;Change Payment Method;2025-07-21;2025-08-09
14239;44516;100044516;Change Bank Detail Information;2025-08-22;2025-09-06
14240;44516;100044516;Decrease ULS Term;2025-12-23;2025-12-26
14241;44516;100044516;Change Frequency;2024-10-07;2024-10-07
14242;44522;100044522;Change Product;2024-07-13;2024-07-25
14243;44522;100044522;Increase Benefit Sum Insured;2025-12-28;2026-01-11
14244;44522;100044522;Change Payment Method;2024-07-30;2024-08-04
14245;44523;100044523;Decrease Premium;2025-06-23;2025-07-09
14246;44523;100044523;Reinstate ULS Benefits;2024-09-09;2024-09-21
14247;44523;100044523;Decrease Premium;2025-09-06;2025-09-13
14248;44527;100044527;Add Indexation;2024-02-16;2024-02-28
14249;44527;100044527;Change Personal Information;2025-08-13;2025-08-17
14250;44527;100044527;Change Beneficiaries;2024-03-25;2024-04-12
14251;44558;100044558;Decrease Benefit Sum Insured;2024-10-17;2024-10-26
14252;44558;100044558;Add Indexation;2024-04-15;2024-04-17
14253;44558;100044558;Add a benefit;2024-03-27;2024-04-11
14254;44572;100044572;Suspend Premium Collection;2025-04-13;2025-04-27
14255;44572;100044572;Change Address;2024-08-05;2024-08-18
14256;44572;100044572;Change Index Fixed Value;2025-06-10;2025-06-16
14257;44574;100044574;Change Nominated Child without Term;2024-08-06;2024-08-18
14258;44574;100044574;Change Index Fixed Value;2025-06-15;2025-06-24
14259;44574;100044574;Add Indexation;2024-06-22;2024-07-11
14260;44584;100044584;Change Beneficiaries;2024-02-28;2024-03-02
14261;44584;100044584;Change Payment Method;2025-03-21;2025-03-30
14262;44584;100044584;Change Payer;2024-07-18;2024-07-18
14263;44598;100044598;Change Payment Method;2024-09-20;2024-10-06
14264;44598;100044598;Resume Payments;2025-03-15;2025-03-27
14265;44598;100044598;Increase ULS Term;2025-02-20;2025-03-11
14266;44605;100044605;Cancel Benefit;2024-12-27;2024-12-28
14267;44605;100044605;Increase Benefit Sum Insured;2024-11-28;2024-12-13
14268;44605;100044605;Change Personal Information;2025-06-26;2025-06-26
14269;44654;100044654;Change Payer;2025-06-16;2025-07-03
14270;44654;100044654;Reinstate ULS;2024-04-29;2024-05-03
14271;44654;100044654;Change Index Type;2024-09-14;2024-09-21
14272;44656;100044656;Add Indexation;2024-08-19;2024-09-01
14273;44656;100044656;Change Product;2025-11-24;2025-12-12
14274;44656;100044656;Decrease Package;2024-11-15;2024-11-18
14275;44661;100044661;Change Product;2024-05-10;2024-05-14
14276;44661;100044661;Increase Package;2024-05-11;2024-05-28
14277;44661;100044661;Unsuspend Premium Collection;2024-11-14;2024-11-30
14278;44672;100044672;Edit Client Source;2024-08-29;2024-09-04
14279;44672;100044672;Edit Client Source;2025-07-17;2025-07-17
14280;44672;100044672;Cancel Benefit;2024-11-13;2024-11-15
14281;44685;100044685;Change Beneficiaries;2024-07-13;2024-07-24
14282;44685;100044685;Change Client Name;2025-09-04;2025-09-06
14283;44685;100044685;Cancel Benefit;2025-03-20;2025-03-22
14284;44686;100044686;Reinstate ULS;2024-08-28;2024-09-12
14285;44686;100044686;Decrease ULS Term;2025-07-17;2025-08-01
14286;44686;100044686;Resume Payments;2024-10-09;2024-10-13
14287;44717;100044717;Change Nominated Child without Term;2024-11-10;2024-11-11
14288;44717;100044717;Reinstate ULS;2025-08-25;2025-09-05
14289;44717;100044717;Decrease Premium Without Sum insured Amount;2024-12-15;2025-01-02
14290;44731;100044731;Policy Termination Payment;2024-12-30;2025-01-08
14291;44731;100044731;Change Index Type;2025-03-05;2025-03-22
14292;44731;100044731;Change Beneficiaries;2025-05-18;2025-06-01
14293;44739;100044739;Policy Ownership Assignment;2025-02-14;2025-03-01
14294;44739;100044739;Change Beneficiaries;2024-04-17;2024-05-03
14295;44739;100044739;Change Nominated Child & Term;2025-01-26;2025-02-02
14296;44742;100044742;Reinstate ULS Benefits;2025-01-06;2025-01-08
14297;44742;100044742;Change Nominated Child without Term;2025-05-01;2025-05-13
14298;44742;100044742;Change Nominated Child without Term;2025-10-31;2025-11-02
14299;44745;100044745;Change Nominated Child without Term;2024-05-27;2024-06-07
14300;44745;100044745;Reinstate ULS Benefits;2025-10-01;2025-10-11
14301;44745;100044745;Change Beneficiaries;2024-12-07;2024-12-23
14302;44747;100044747;Change Bank Detail Information;2025-11-29;2025-12-04
14303;44747;100044747;Decrease Benefit Sum Insured;2025-05-26;2025-06-05
14304;44747;100044747;Change Client Name;2025-07-28;2025-08-12
14305;44754;100044754;Add Indexation;2025-12-04;2025-12-14
14306;44754;100044754;Remove Indexation;2024-03-07;2024-03-14
14307;44754;100044754;Remove Indexation;2024-08-30;2024-09-17
14308;44775;100044775;Change Bank Detail Information;2024-12-23;2025-01-09
14309;44775;100044775;Increase ULS Term;2024-03-19;2024-03-31
14310;44775;100044775;Cancel Benefit;2024-02-11;2024-02-17
14311;44781;100044781;Increase Benefit Sum Insured;2024-04-26;2024-05-11
14312;44781;100044781;Decrease Package;2024-06-09;2024-06-22
14313;44781;100044781;Change Frequency;2025-07-10;2025-07-10
14314;44787;100044787;Premium Cessation;2025-07-17;2025-08-03
14315;44787;100044787;Suspend Premium Collection;2024-07-29;2024-08-12
14316;44787;100044787;Change Address;2025-02-10;2025-02-16
14317;44806;100044806;Resume Payments;2025-12-07;2025-12-24
14318;44806;100044806;Remove Indexation;2025-01-28;2025-02-04
14319;44806;100044806;Decrease Benefit Sum Insured;2024-07-16;2024-07-24
14320;44828;100044828;Policy Termination Payment;2025-05-31;2025-06-10
14321;44828;100044828;Change Payment Method;2025-09-15;2025-09-19
14322;44828;100044828;Extend Term;2025-12-04;2025-12-04
14323;44836;100044836;Decrease Premium;2024-04-20;2024-04-21
14324;44836;100044836;Increase ULS Term;2024-10-28;2024-11-04
14325;44836;100044836;Premium Cessation;2025-11-26;2025-12-11
14326;44841;100044841;Change Index Type;2025-06-14;2025-06-16
14327;44841;100044841;Add a benefit;2025-11-11;2025-11-21
14328;44841;100044841;Reinstate ULS Benefits;2025-10-25;2025-11-01
14329;44868;100044868;Increase Benefit Sum Insured;2024-06-24;2024-07-09
14330;44868;100044868;Decline Indexation;2024-11-14;2024-12-01
14331;44868;100044868;Change Address;2025-05-31;2025-05-31
14332;44871;100044871;Suspend Premium Collection;2024-08-12;2024-08-18
14333;44871;100044871;Increase Premium Without Sum insured Amount;2025-12-08;2025-12-22
14334;44871;100044871;Change Spouse Information;2024-11-14;2024-11-20
14335;44877;100044877;Decrease Benefit Sum Insured;2025-12-19;2025-12-21
14336;44877;100044877;Reinstate ULS;2025-01-15;2025-01-18
14337;44877;100044877;Increase Benefit Sum Insured;2025-12-12;2025-12-14
14338;44888;100044888;Policy Termination Payment;2025-11-12;2025-11-26
14339;44888;100044888;Decrease Premium Without Sum insured Amount;2024-12-07;2024-12-13
14340;44888;100044888;Decline Indexation;2025-11-15;2025-11-21
14341;44891;100044891;Change Spouse Information;2024-08-13;2024-08-28
14342;44891;100044891;Change Spouse Information;2025-12-15;2025-12-26
14343;44891;100044891;Change Frequency;2024-10-13;2024-10-13
14344;44896;100044896;Change Nominated Child & Term;2025-11-29;2025-12-09
14345;44896;100044896;Add Indexation;2025-02-14;2025-02-24
14346;44896;100044896;Decrease Premium;2024-12-10;2024-12-24
14347;44899;100044899;Increase ULS Term;2025-06-09;2025-06-19
14348;44899;100044899;Add Indexation;2025-04-28;2025-05-05
14349;44899;100044899;Add Indexation;2024-06-02;2024-06-05
14350;44920;100044920;Decrease Benefit Sum Insured;2024-08-22;2024-09-08
14351;44920;100044920;Decrease Benefit Sum Insured;2025-02-16;2025-02-22
14352;44920;100044920;Resume Payments;2025-02-05;2025-02-10
14353;44921;100044921;Policy Ownership Assignment;2025-04-14;2025-04-28
14354;44921;100044921;Resume Payments;2025-05-05;2025-05-10
14355;44921;100044921;Change Payer;2025-12-26;2026-01-03
14356;44928;100044928;Decrease Premium Without Sum insured Amount;2024-12-26;2025-01-08
14357;44928;100044928;Policy Termination Payment;2024-08-06;2024-08-16
14358;44928;100044928;Extend Term;2024-05-16;2024-05-26
14359;44931;100044931;Extend Term;2025-04-15;2025-05-02
14360;44931;100044931;Change Nominated Child without Term;2025-10-16;2025-10-18
14361;44931;100044931;Change Payer;2024-02-29;2024-03-13
14362;44947;100044947;Change Nominated Child & Term;2025-12-27;2025-12-27
14363;44947;100044947;Edit Client Source;2025-01-17;2025-01-20
14364;44947;100044947;Change Bank Detail Information;2024-02-23;2024-02-24
14365;44949;100044949;Increase Premium;2024-04-22;2024-05-11
14366;44949;100044949;Policy Ownership Assignment;2025-11-26;2025-12-05
14367;44949;100044949;Policy Termination Payment;2025-09-02;2025-09-12
14368;44981;100044981;Change Spouse Information;2024-06-24;2024-07-02
14369;44981;100044981;Decline Indexation;2025-06-24;2025-07-06
14370;44981;100044981;Unsuspend Premium Collection;2024-03-07;2024-03-15
14371;44983;100044983;Change Bank Detail Information;2025-10-24;2025-10-31
14372;44983;100044983;Increase Premium;2024-08-12;2024-08-20
14373;44983;100044983;Policy Ownership Assignment;2025-10-07;2025-10-16
14374;44990;100044990;Change Personal Information;2025-09-20;2025-10-03
14375;44990;100044990;Reinstate ULS;2025-11-26;2025-11-30
14376;44990;100044990;Change Index Fixed Value;2025-12-29;2026-01-17
14377;45018;100045018;Increase ULS Term;2025-11-13;2025-11-17
14378;45018;100045018;Change Frequency;2025-09-04;2025-09-05
14379;45018;100045018;Decrease Premium;2025-05-29;2025-05-30
14380;45035;100045035;Cancel Benefit;2025-06-13;2025-06-18
14381;45035;100045035;Increase Package;2024-06-28;2024-07-14
14382;45035;100045035;Change Nominated Child without Term;2025-01-23;2025-01-23
14383;45046;100045046;Extend Term;2025-02-24;2025-03-10
14384;45046;100045046;Decrease Premium;2025-03-05;2025-03-23
14385;45046;100045046;Increase Benefit Sum Insured;2024-09-23;2024-10-10
14386;45048;100045048;Decrease Premium;2025-09-30;2025-10-04
14387;45048;100045048;Remove Indexation;2025-12-02;2025-12-15
14388;45048;100045048;Policy Termination Payment;2024-05-04;2024-05-08
14389;45071;100045071;Increase Package;2025-12-23;2025-12-31
14390;45071;100045071;Reinstate ULS;2025-07-20;2025-08-06
14391;45071;100045071;Change Address;2025-01-29;2025-02-12
14392;45079;100045079;Add a benefit;2024-08-04;2024-08-12
14393;45079;100045079;Reinstate ULS Benefits;2025-06-03;2025-06-15
14394;45079;100045079;Resume Payments;2024-10-24;2024-10-29
14395;45085;100045085;Policy Termination Payment;2025-12-01;2025-12-09
14396;45085;100045085;Resume Payments;2024-09-21;2024-09-28
14397;45085;100045085;Increase Package;2024-07-11;2024-07-24
14398;45128;100045128;Extend Term;2024-04-17;2024-04-29
14399;45128;100045128;Reinstate ULS Benefits;2025-09-24;2025-09-26
14400;45128;100045128;Decrease Benefit Sum Insured;2024-07-20;2024-08-06
14401;45130;100045130;Reinstate ULS;2025-10-22;2025-10-27
14402;45130;100045130;Suspend Premium Collection;2025-04-24;2025-05-06
14403;45130;100045130;Change Index Fixed Value;2024-11-21;2024-11-30
14404;45131;100045131;Change Beneficiaries;2025-08-12;2025-08-31
14405;45131;100045131;Change Payer;2025-04-24;2025-05-03
14406;45131;100045131;Change Payment Method;2024-08-12;2024-08-20
14407;45136;100045136;Policy Termination Payment;2025-10-20;2025-11-02
14408;45136;100045136;Change Address;2025-07-03;2025-07-13
14410;45141;100045141;Increase Premium Without Sum insured Amount;2025-01-21;2025-01-29
14411;45141;100045141;Decrease Benefit Sum Insured;2025-06-22;2025-07-07
14412;45141;100045141;Increase Premium;2024-10-31;2024-11-04
14413;45162;100045162;Change Spouse Information;2025-02-08;2025-02-12
14414;45162;100045162;Change Beneficiaries;2024-05-01;2024-05-03
14415;45162;100045162;Increase Premium;2025-08-24;2025-09-03
14416;45178;100045178;Change Index Type;2024-11-02;2024-11-13
14417;45178;100045178;Increase Premium Without Sum insured Amount;2025-06-05;2025-06-05
14418;45178;100045178;Change Index Fixed Value;2025-08-28;2025-09-06
14419;45188;100045188;Increase ULS Term;2025-01-15;2025-01-16
14420;45188;100045188;Decrease Premium;2024-11-17;2024-11-17
14421;45188;100045188;Edit Client Source;2024-07-26;2024-08-05
14422;45190;100045190;Increase Package;2024-10-27;2024-11-15
14423;45190;100045190;Change Bank Detail Information;2025-03-05;2025-03-06
14424;45190;100045190;Premium Cessation;2024-11-05;2024-11-09
14425;45198;100045198;Cancel Benefit;2024-08-26;2024-09-11
14426;45198;100045198;Decrease Benefit Sum Insured;2024-04-09;2024-04-12
14427;45198;100045198;Resume Payments;2024-02-19;2024-02-26
14428;45229;100045229;Increase Premium;2025-10-13;2025-10-25
14429;45229;100045229;Decrease Benefit Sum Insured;2024-10-05;2024-10-19
14430;45229;100045229;Change Client Name;2024-03-24;2024-03-31
14431;45242;100045242;Add a benefit;2024-08-02;2024-08-11
14432;45242;100045242;Increase Package;2025-04-02;2025-04-03
14433;45242;100045242;Increase Premium;2025-05-19;2025-06-02
14434;45252;100045252;Decrease ULS Term;2024-03-21;2024-04-08
14435;45252;100045252;Change Spouse Information;2025-07-07;2025-07-25
14436;45252;100045252;Edit Client Source;2024-11-15;2024-11-30
14437;45253;100045253;Edit Client Source;2025-07-18;2025-07-18
14438;45253;100045253;Change Index Type;2025-03-03;2025-03-13
14439;45253;100045253;Change Payer;2025-09-20;2025-09-27
14440;45262;100045262;Change Payer;2024-06-30;2024-07-05
14441;45262;100045262;Decrease Benefit Sum Insured;2025-06-22;2025-06-30
14442;45262;100045262;Premium Cessation;2024-11-21;2024-11-23
14443;45266;100045266;Add a benefit;2025-03-21;2025-04-05
14444;45266;100045266;Add a benefit;2024-11-18;2024-11-30
14445;45266;100045266;Change Nominated Child without Term;2024-10-07;2024-10-20
14446;45272;100045272;Change Personal Information;2024-07-15;2024-07-31
14447;45272;100045272;Change Spouse Information;2024-09-13;2024-09-20
14448;45272;100045272;Change Payer;2025-08-08;2025-08-24
14449;45286;100045286;Premium Cessation;2024-11-27;2024-12-11
14450;45286;100045286;Cancel Benefit;2024-10-27;2024-10-27
14451;45286;100045286;Reinstate ULS;2025-04-14;2025-04-27
14452;45311;100045311;Suspend Premium Collection;2024-12-15;2024-12-25
14453;45311;100045311;Decrease ULS Term;2025-07-21;2025-08-05
14454;45311;100045311;Cancel Benefit;2024-04-24;2024-05-06
14455;45315;100045315;Edit Client Source;2024-07-27;2024-08-10
14456;45315;100045315;Change Address;2024-06-27;2024-06-27
14457;45315;100045315;Decrease Premium Without Sum insured Amount;2024-06-27;2024-06-28
14458;45331;100045331;Change Frequency;2025-10-18;2025-10-26
14459;45331;100045331;Premium Cessation;2024-02-12;2024-02-13
14460;45331;100045331;Remove Indexation;2024-07-06;2024-07-08
14461;45346;100045346;Change Frequency;2025-07-15;2025-07-18
14462;45346;100045346;Unsuspend Premium Collection;2024-03-03;2024-03-12
14463;45346;100045346;Add a benefit;2025-01-01;2025-01-17
14464;45353;100045353;Increase Package;2025-08-21;2025-09-04
14465;45353;100045353;Change Address;2025-08-03;2025-08-17
14466;45353;100045353;Decline Indexation;2024-07-27;2024-07-31
14467;45367;100045367;Extend Term;2024-09-02;2024-09-13
14468;45367;100045367;Reinstate ULS Benefits;2025-08-30;2025-09-16
14469;45367;100045367;Decrease Premium Without Sum insured Amount;2025-03-11;2025-03-11
14470;45369;100045369;Increase ULS Term;2024-05-07;2024-05-14
14471;45369;100045369;Change Nominated Child without Term;2025-01-11;2025-01-26
14472;45369;100045369;Increase ULS Term;2024-04-28;2024-05-16
14473;45371;100045371;Edit Client Source;2025-02-08;2025-02-10
14474;45371;100045371;Change Nominated Child without Term;2025-10-01;2025-10-04
14475;45371;100045371;Change Product;2024-12-22;2024-12-30
14476;45372;100045372;Change Payment Method;2024-09-03;2024-09-14
14477;45372;100045372;Increase Benefit Sum Insured;2025-10-08;2025-10-14
14478;45372;100045372;Change Personal Information;2025-08-14;2025-09-01
14479;45375;100045375;Decrease Package;2024-12-02;2024-12-06
14480;45375;100045375;Extend Term;2025-01-21;2025-02-08
14481;45375;100045375;Extend Term;2025-07-07;2025-07-19
14482;45393;100045393;Decrease Benefit Sum Insured;2024-02-09;2024-02-12
14483;45393;100045393;Increase Premium Without Sum insured Amount;2025-08-16;2025-08-20
14484;45393;100045393;Cancel Benefit;2025-09-08;2025-09-16
14485;45418;100045418;Policy Termination Payment;2025-07-11;2025-07-18
14486;45418;100045418;Change Personal Information;2024-04-28;2024-05-05
14487;45418;100045418;Premium Cessation;2025-08-02;2025-08-12
14488;45429;100045429;Premium Cessation;2024-06-20;2024-07-06
14489;45429;100045429;Change Spouse Information;2025-01-31;2025-02-10
14490;45429;100045429;Decrease Premium Without Sum insured Amount;2025-11-03;2025-11-22
14491;45431;100045431;Add a benefit;2024-12-26;2025-01-14
14492;45431;100045431;Cancel Benefit;2024-08-15;2024-08-27
14493;45431;100045431;Decrease Benefit Sum Insured;2025-01-10;2025-01-14
14494;45440;100045440;Decrease ULS Term;2025-01-16;2025-01-16
14495;45440;100045440;Decrease Package;2025-03-29;2025-04-10
14496;45440;100045440;Change Frequency;2025-01-18;2025-01-28
14497;45442;100045442;Decrease ULS Term;2025-03-14;2025-03-20
14498;45442;100045442;Change Index Type;2025-03-20;2025-04-05
14499;45442;100045442;Change Nominated Child without Term;2025-02-27;2025-03-06
14500;45445;100045445;Change Beneficiaries;2024-11-09;2024-11-27
14501;45445;100045445;Change Address;2025-03-01;2025-03-09
14502;45445;100045445;Change Index Type;2024-08-20;2024-08-28
14503;45456;100045456;Unsuspend Premium Collection;2024-06-13;2024-06-18
14504;45456;100045456;Suspend Premium Collection;2024-07-14;2024-07-30
14505;45456;100045456;Cancel Benefit;2024-04-18;2024-05-01
14506;45457;100045457;Change Payment Method;2025-08-11;2025-08-12
14507;45457;100045457;Policy Termination Payment;2024-10-26;2024-10-29
14508;45457;100045457;Change Product;2024-11-18;2024-11-27
14509;45458;100045458;Increase ULS Term;2025-07-04;2025-07-20
14510;45458;100045458;Cancel Benefit;2025-06-29;2025-07-09
14511;45458;100045458;Change Product;2024-12-04;2024-12-05
14512;45465;100045465;Decrease Package;2025-03-18;2025-03-21
14513;45465;100045465;Decrease ULS Term;2025-07-12;2025-07-28
14514;45465;100045465;Increase Premium;2024-10-20;2024-11-02
14515;45479;100045479;Decrease Package;2024-08-09;2024-08-18
14516;45479;100045479;Change Personal Information;2024-12-30;2025-01-04
14517;45479;100045479;Increase ULS Term;2025-08-31;2025-09-10
14518;45504;100045504;Decrease ULS Term;2024-08-27;2024-09-09
14519;45504;100045504;Change Product;2025-06-12;2025-06-15
14520;45504;100045504;Decrease Benefit Sum Insured;2024-11-01;2024-11-20
14521;45511;100045511;Increase Benefit Sum Insured;2024-10-29;2024-11-15
14522;45511;100045511;Add a benefit;2025-07-10;2025-07-20
14523;45511;100045511;Cancel Benefit;2024-11-03;2024-11-18
14524;45517;100045517;Change Payer;2025-01-12;2025-01-19
14525;45517;100045517;Decrease ULS Term;2025-07-01;2025-07-08
14526;45517;100045517;Edit Client Source;2024-02-17;2024-03-01
14527;45564;100045564;Remove Indexation;2025-09-13;2025-09-22
14528;45564;100045564;Increase Premium Without Sum insured Amount;2024-06-10;2024-06-15
14529;45564;100045564;Increase Benefit Sum Insured;2025-10-29;2025-11-15
14530;45566;100045566;Increase ULS Term;2024-12-05;2024-12-14
14531;45566;100045566;Decrease Premium;2025-11-07;2025-11-11
14532;45566;100045566;Increase Benefit Sum Insured;2024-03-25;2024-04-03
14533;45575;100045575;Decline Indexation;2024-09-16;2024-09-21
14534;45575;100045575;Change Payer;2025-06-27;2025-07-04
14535;45575;100045575;Cancel Benefit;2024-06-02;2024-06-19
14536;45589;100045589;Change Client Name;2024-09-25;2024-09-30
14537;45589;100045589;Increase Benefit Sum Insured;2024-09-26;2024-10-03
14538;45589;100045589;Reinstate ULS;2024-09-03;2024-09-03
14539;45603;100045603;Change Frequency;2024-11-20;2024-11-26
14540;45603;100045603;Change Bank Detail Information;2024-05-24;2024-05-24
14541;45603;100045603;Policy Ownership Assignment;2024-04-28;2024-05-14
14542;45614;100045614;Increase ULS Term;2025-08-06;2025-08-16
14543;45614;100045614;Cancel Benefit;2024-10-25;2024-10-25
14544;45614;100045614;Change Nominated Child without Term;2025-04-05;2025-04-23
14545;45615;100045615;Change Nominated Child without Term;2024-02-19;2024-02-25
14546;45615;100045615;Change Product;2024-07-29;2024-08-15
14547;45615;100045615;Change Product;2024-05-11;2024-05-26
14548;45619;100045619;Extend Term;2025-04-14;2025-04-21
14549;45619;100045619;Decrease Premium Without Sum insured Amount;2024-05-01;2024-05-10
14550;45619;100045619;Change Personal Information;2025-07-27;2025-07-28
14551;45624;100045624;Add Indexation;2025-07-22;2025-08-03
14552;45624;100045624;Premium Cessation;2025-08-23;2025-09-10
14553;45624;100045624;Increase Benefit Sum Insured;2024-02-04;2024-02-18
14554;45637;100045637;Change Payment Method;2024-11-14;2024-11-23
14555;45637;100045637;Change Index Type;2025-10-01;2025-10-08
14556;45637;100045637;Increase ULS Term;2024-10-10;2024-10-21
14557;45641;100045641;Increase Package;2025-11-19;2025-12-05
14558;45641;100045641;Resume Payments;2024-03-30;2024-04-09
14559;45641;100045641;Change Payer;2025-06-18;2025-06-28
14560;45674;100045674;Increase Package;2025-09-11;2025-09-11
14561;45674;100045674;Change Personal Information;2025-12-21;2025-12-26
14562;45674;100045674;Unsuspend Premium Collection;2024-07-15;2024-07-25
14563;45725;100045725;Reinstate ULS Benefits;2024-04-01;2024-04-10
14564;45725;100045725;Premium Cessation;2025-06-27;2025-06-28
14565;45725;100045725;Suspend Premium Collection;2024-07-07;2024-07-16
14566;45731;100045731;Remove Indexation;2024-09-16;2024-10-05
14567;45731;100045731;Extend Term;2025-09-01;2025-09-16
14568;45731;100045731;Change Payer;2024-02-17;2024-03-05
14569;45732;100045732;Add Indexation;2025-07-22;2025-08-01
14570;45732;100045732;Change Index Type;2024-06-19;2024-07-05
14571;45732;100045732;Add a benefit;2025-08-25;2025-08-29
14572;45742;100045742;Change Payment Method;2025-11-04;2025-11-20
14573;45742;100045742;Change Address;2024-07-25;2024-07-27
14574;45742;100045742;Increase Benefit Sum Insured;2024-06-22;2024-07-03
14575;45746;100045746;Decrease Package;2025-06-15;2025-06-22
14576;45746;100045746;Decline Indexation;2024-09-28;2024-10-02
14577;45746;100045746;Decrease ULS Term;2024-05-12;2024-05-15
14578;45749;100045749;Decrease Benefit Sum Insured;2025-03-30;2025-04-03
14579;45749;100045749;Increase Premium Without Sum insured Amount;2024-08-28;2024-09-11
14580;45749;100045749;Change Nominated Child & Term;2025-05-15;2025-05-19
14581;45770;100045770;Decrease Benefit Sum Insured;2025-01-14;2025-01-20
14582;45770;100045770;Increase ULS Term;2025-07-25;2025-08-06
14583;45770;100045770;Add Indexation;2024-06-10;2024-06-27
